Gene	Category	DAN	Size	rho	p	FDR	depleted	enriched
OLFML3	Other	-0.202897839105773	4	0.0323643818019085	0.194688766595747	0.631467525733465	3187	NA
FXR1	Other	0.270741159389782	4	0.0323719171841111	0.194730367394483	0.631467525733465	NA	2464
HEBP1	Other	0.235422407356514	4	0.0323758192404166	0.194753599009361	0.631467525733465	NA	2465
SCRT2	Nonessential	0.126273852778135	4	0.0323872591665529	0.19481464953218	0.63155373559645	NA	2466
CGREF1	Other	0.146659689035563	4	0.0324158698663576	0.194975650025987	0.631941721399863	NA	2467
DPCD	Other	0.217157018917377	4	0.0324250277485496	0.195029136767218	0.631941721399863	NA	2468
PVRL3	Other	0.205665936218442	4	0.0324273185005009	0.195037781089033	0.631941721399863	NA	2469
LRRC61	Other	0.201172899553825	4	0.0324413826004219	0.195119902146277	0.63209604502964	NA	2470
RTN2	Other	0.0282661476203515	4	0.0325241445568474	0.195525645001475	0.63299718860775	NA	2471
TRPV3	Other	-0.202158993375318	4	0.0325241445568476	0.195525645001475	0.63299718860775	3188	NA
PIP4K2A	Other	0.244465519579095	4	0.0325247323756323	0.195528886622156	0.63299718860775	NA	2472
KIF27	Other	-0.14585635236648	4	0.0325314449047039	0.19556400417953	0.63299718860775	3189	NA
OR2T27	Nonessential	-0.0946607281240861	4	0.0325355430962968	0.195582373363387	0.63299718860775	3190	NA
PHPT1	Other	0.24747421878019	4	0.0325591566868788	0.19572554494345	0.63299718860775	NA	2473
TMED10	Other	-0.432408091263858	4	0.0325699799807535	0.195794699517971	0.63299718860775	3191	NA
CLDN16	Other	0.23774380021627	4	0.0325699799807535	0.195794699517971	0.63299718860775	NA	2474
BOD1L2	Other	0.24329854075227	4	0.0325724442472947	0.195806585460467	0.63299718860775	NA	2475
RNF186	Other	0.265111447151591	4	0.0325763319428414	0.195822253293757	0.63299718860775	NA	2476
USP6NL	Other	0.283039736524867	4	0.0325765463119262	0.19582279356387	0.63299718860775	NA	2477
NPTX2	Other	0.214186147805981	4	0.0325805871983396	0.195835219776479	0.63299718860775	NA	2478
PXK	Other	0.189044317026416	4	0.0325821186788444	0.195847105718975	0.63299718860775	NA	2479
CCDC153	Other	0.232504930138981	4	0.0326052716139779	0.195960022172685	0.6330816221157	NA	2480
POTEM	Other	-0.440826905363483	5	0.0276974453078789	0.19596380406348	0.6330816221157	3192	NA
SH2B3	Other	0.255735153030212	4	0.0326093767787968	0.195984334327791	0.6330816221157	NA	2481
SLC7A9	Other	0.194408093824146	4	0.0326216945991501	0.196050247281631	0.6330816221157	NA	2482
CTBS	Other	0.197570410336723	4	0.0326230312507498	0.196053488902312	0.6330816221157	NA	2483
ZNF586	Other	0.0624833244716592	4	0.0326285172174955	0.196080502407984	0.6330816221157	NA	2484
NFIL3	Other	0.182399183405021	4	0.0326422320541925	0.196143714011257	0.633160472737415	NA	2485
CCDC8	Other	0.269772452716256	4	0.0326504497508376	0.196186395350219	0.633160472737415	NA	2486
ESPNL	Other	0.236036187088595	4	0.0326548802283863	0.196212328315665	0.633160472737415	NA	2487
NUDT16L1	Other	-0.177697276286745	4	0.0326625641137252	0.196243123712131	0.633160472737415	3193	NA
MYO1G	Other	0.13611989769284	4	0.0326792239085103	0.196326865579715	0.633319158354843	NA	2488
PCDH1	Other	-0.281040738292187	4	0.0326956748208449	0.196409526907072	0.633474303079727	3194	NA
HMCES	Other	-0.203868098375685	4	0.0327039026057893	0.19646085256785	0.633528344916139	3195	NA
GNAS	Other	0.147497623267408	4	0.0327143435071522	0.196518661469989	0.633547570374343	NA	2489
NCOA7	Other	0.219354384770589	4	0.0327203628342087	0.196549456866455	0.633547570374343	NA	2490
TSNAX	Other	-0.0486125054439202	4	0.0327244788619832	0.196570527400879	0.633547570374343	3196	NA
KLF17	Other	0.0581648154389926	4	0.032732881433013	0.196614289280068	0.633577187505985	NA	2491
SGK2	Other	0.27319056640712	4	0.0327491831841364	0.196689927095951	0.63365379764123	NA	2492
IQGAP1	Other	-0.185803820198938	4	0.0327533019306409	0.196715860061396	0.63365379764123	3197	NA
CLIC2	Other	0.274611262779582	4	0.0327615405891373	0.19676340383138	0.63365379764123	NA	2493
ZNF23	Other	0.197798563147573	4	0.0327656605011782	0.196776370314102	0.63365379764123	NA	2494
C8ORF48	Other	0.255230035263232	4	0.0327776979780982	0.196842823538056	0.633653802682692	NA	2495
GIMAP2	Other	0.257365773062784	4	0.0327821440351955	0.19686389407248	0.633653802682692	NA	2496
SMTNL2	Other	0.219620387509027	4	0.0327850603739903	0.196880102175884	0.633653802682692	NA	2497
FCAR	Other	0.242229309118283	4	0.0327986337877522	0.19695790107222	0.633697244088332	NA	2498
TMEM69	Other	-0.160556253420896	4	0.0328007546667503	0.196969246744602	0.633697244088332	3198	NA
ADSSL1	Other	0.132866776053555	4	0.0328143299375174	0.197050287261619	0.633697244088332	NA	2499
VAMP3	Other	0.182794741730756	4	0.0328180537292637	0.197065414824796	0.633697244088332	NA	2500
HTR2A	Other	0.290525333750632	4	0.0328192547256511	0.197066495365023	0.633697244088332	NA	2501
FPGS	Other	-0.210974494038814	4	0.0328398853855159	0.19716482452567	0.633792728623967	3199	NA
TMA7	Other	-0.440038660091295	4	0.0328462608243646	0.197185895060094	0.633792728623967	3200	NA
SLC38A11	Other	-0.125507829047651	4	0.0328481403722965	0.197199942083044	0.633792728623967	3201	NA
MFSD10	Other	0.238578594155119	4	0.0328642119981226	0.197284764490855	0.633940226070293	NA	2502
DEFA4	Other	0.210744825618433	4	0.0328675556612937	0.197315019617208	0.633940226070293	NA	2503
ARTN	Other	0.185124517376405	4	0.032875757801568	0.197366345277985	0.633980038382387	NA	2504
LRRN3	Other	-0.260111248476929	4	0.0328815316388384	0.197396600404338	0.633980038382387	3202	NA
MTERF2	Other	-0.0743712857039154	4	0.0329225053057434	0.197594339265859	0.634380490072129	3203	NA
SFXN3	Other	0.257103669784558	4	0.0329225053057434	0.197594339265859	0.634380490072129	NA	2505
CCDC58	Other	-0.157931281879708	4	0.0329277447928627	0.197625134662326	0.634380490072129	3204	NA
BID	Other	0.192853624453249	4	0.0329335242444067	0.197666195190948	0.634401172166253	NA	2506
TUSC5	Other	0.206237156853834	4	0.0329415845304796	0.197711037610364	0.634433982708374	NA	2507
HEPN1	Other	0.167977186029361	4	0.0329797823192785	0.197910937552339	0.634741631965856	NA	2508
ISYNA1	Other	-0.273154982165402	4	0.0329855673867605	0.197945514839599	0.634741631965856	3205	NA
ZNF773	Other	0.201163367770878	4	0.0329913530783383	0.197975229695839	0.634741631965856	NA	2509
EXOC8	Other	-0.3390451763556	4	0.0329928547248129	0.197979551856746	0.634741631965856	3206	NA
KSR2	Other	0.292678219662601	4	0.0329937550273516	0.19798009212686	0.634741631965856	NA	2510
PM20D2	Other	0.252901518519808	4	0.0330274601173717	0.198170267206793	0.635239940573281	NA	2511
TMPRSS2	Other	0.211668227557378	4	0.0330342893656028	0.198204844494053	0.635239940573281	NA	2512
CACNA1F	Other	0.283403595104766	4	0.0330459234133397	0.198261572855965	0.635261891573773	NA	2513
SIGIRR	Other	0.239020996723418	4	0.033049244323898	0.198281022580049	0.635261891573773	NA	2514
ASCL1	Other	0.21312382187404	4	0.0330808373220742	0.198427435780793	0.635619854591647	NA	2515
ZNF696	Other	0.120044740181414	4	0.0331128818082129	0.19860734572857	0.635977288100993	NA	2516
PRDM2	Other	0.239245004792319	4	0.0331129968039248	0.198608426268797	0.635977288100993	NA	2517
ZNF362	Other	0.279312925390525	4	0.0331303969582678	0.198705674889218	0.636177532847624	NA	2518
OR2W1	Nonessential	-0.162315956822159	4	0.0331380467119979	0.198752678389087	0.636216870595356	3207	NA
SURF4	Other	-0.189486645622903	4	0.0331629848016428	0.198862353222117	0.63629539537447	3208	NA
KEAP1	Other	-0.380395579137542	4	0.0331710191806436	0.198903954020852	0.63629539537447	3209	NA
GNE	Other	-0.0936114826100893	4	0.033171300625208	0.198905574831193	0.63629539537447	3210	NA
VPS26B	Other	0.221509422942468	4	0.0331754591234165	0.198919081584029	0.63629539537447	NA	2519
FAM159A	Other	0.190359392294603	4	0.0331879369640396	0.198982293187302	0.63629539537447	NA	2520
KIAA1033	Other	-0.203282102526376	4	0.0331884380753812	0.198985534807983	0.63629539537447	3211	NA
CLPX	Other	-0.13555104417044	4	0.0332000537959028	0.199059551813525	0.636330012311576	3212	NA
STRN	Other	-0.187068551385949	4	0.03320241590657	0.199074679376701	0.636330012311576	3213	NA
MAP3K7	Other	0.234216067886358	4	0.03323049475592	0.199217850956764	0.636330012311576	NA	2521
CHRDL2	Other	0.20087834484769	4	0.0332337191627313	0.199229196629147	0.636330012311576	NA	2522
N4BP1	Other	-0.086750094139977	4	0.0332378835282625	0.19924378392221	0.636330012311576	3214	NA
INPP5E	Other	0.217788393799122	4	0.03325037897306	0.199301052554235	0.636330012311576	NA	2523
TXN2	Other	-0.221127045574981	4	0.03325037897306	0.199301052554235	0.636330012311576	3215	NA
ADAP2	Other	-0.164738524907684	4	0.0332545449041422	0.199328606330021	0.636330012311576	3216	NA
TSLP	Other	0.165461680751769	4	0.0332545758495919	0.199328606330021	0.636330012311576	NA	2524
UACA	Other	-0.148590231188605	4	0.0332587112266734	0.199348056054105	0.636330012311576	3217	NA
FXYD5	Other	0.111651593424391	4	0.0332626027746544	0.199378311180458	0.636330012311576	NA	2525
ZBTB16	Other	0.169073629603816	4	0.033281433832318	0.199489606823828	0.636504632218218	NA	2526
TMSB10	Other	-0.216980714836994	4	0.0332962257487067	0.199567945990277	0.636504632218218	3218	NA
FAM83B	Other	0.184008888215624	4	0.0333067336820143	0.199614409220034	0.636504632218218	NA	2527
LHCGR	Other	0.263861772632755	4	0.0333105278222596	0.199625754892416	0.636504632218218	NA	2528
PRMT6	Other	0.217248802258135	4	0.0333221697947848	0.199681402714101	0.636504632218218	NA	2529
APITD1	Other	-0.39726556957687	4	0.0333221697947848	0.199681402714101	0.636504632218218	3219	NA
APITD1-CORT	Other	-0.39726556957687	4	0.0333221697947848	0.199681402714101	0.636504632218218	3220	NA
MUC17	Nonessential	0.186971514250505	4	0.0333421199193615	0.199779731874748	0.636504632218218	NA	2530
GAREML	Other	-0.237376382101942	4	0.0333462944679878	0.199802423219513	0.636504632218218	3221	NA
NRIP2	Other	0.150268833469805	4	0.033354644741231	0.199844564288362	0.636504632218218	NA	2531
PTCD1	Other	-0.187262622022572	4	0.0333571107197908	0.19985212806995	0.636504632218218	3222	NA
WISP1	Other	0.242369425137568	4	0.0333588894038944	0.199865094552673	0.636504632218218	NA	2532
TMEM251	Other	0.187232765367366	4	0.0333629363960894	0.199884544276757	0.636504632218218	NA	2533
CHCHD7	Other	0.187888063080243	4	0.033396419633638	0.2000590515234	0.636875125761664	NA	2534
RNASET2	Other	-0.274729858932527	4	0.0333979035885216	0.200070397195782	0.636875125761664	3223	NA
CORT	Other	0.174860743130617	4	0.0334110430152891	0.200134149069169	0.636896360238559	NA	2535
CLN5	Other	0.182648343600002	4	0.0334131405731551	0.200146575281778	0.636896360238559	NA	2536
BEND2	Nonessential	0.204964693991557	4	0.033471713311828	0.200478841401547	0.637629085489194	NA	2537
SETD8	Other	-0.17626127993184	4	0.0334877397311836	0.200572848401287	0.637629085489194	3224	NA
ARF4	Other	-0.342062056822515	4	0.0334912595432754	0.200585814884009	0.637629085489194	3225	NA
CD34	Other	0.20310045241117	4	0.0334926507980126	0.200592838395484	0.637629085489194	NA	2538
CRNN	Nonessential	0.118957214411953	4	0.0334968394736951	0.200616610280476	0.637629085489194	NA	2539
IGF2	Other	0.192804386236357	4	0.0334970996095024	0.200616610280476	0.637629085489194	NA	2540
PRSS27	Other	0.150183644660833	4	0.0334984771526833	0.20062039217127	0.637629085489194	NA	2541
SLCO1B1	Nonessential	-0.214068787123994	4	0.0335199565243558	0.200725744843392	0.637853303277267	3226	NA
COL4A5	Other	0.248131990026701	4	0.0335263093294406	0.200761402670879	0.637856009942187	NA	2542
CTDNEP1	Essential	-0.325090512632103	4	0.0335379975992369	0.200821372653472	0.637935946480763	3227	NA
PRR32	Other	0.232587576176133	4	0.0335471342329663	0.200866215072888	0.637967808912607	NA	2543
NBPF3	Other	-0.376390181461907	4	0.0335674911871304	0.200967245584102	0.638077815058013	3228	NA
SLITRK2	Other	0.187283632043535	4	0.0335681070898379	0.200970487204783	0.638077815058013	NA	2544
C17ORF49	Other	-0.270881470019261	4	0.0335932874969314	0.201092047980308	0.638171669620314	3229	NA
FTL	Other	0.251274252936683	4	0.0336059343785017	0.20116444417551	0.638171669620314	NA	2545
AIFM3	Other	-0.11983762225926	4	0.0336142819888208	0.201215769836287	0.638171669620314	3230	NA
FAAH	Other	0.233741931557167	4	0.0336196363571529	0.201244944422413	0.638171669620314	NA	2546
PLEKHG1	Other	0.228048738009969	4	0.0336274439298525	0.201281142520014	0.638171669620314	NA	2547
MLEC	Other	-0.0864331734849986	4	0.0336394883668591	0.201349216554308	0.638171669620314	3231	NA
VPS36	Other	-0.246579456966506	4	0.0336436908077006	0.201375149519754	0.638171669620314	3232	NA
FAM151B	Other	0.155010902075263	4	0.0336478936422748	0.201395139513951	0.638171669620314	NA	2548
MRPS10	Other	-0.244206385037962	4	0.0336491610793003	0.201405404646107	0.638171669620314	3233	NA
MBD5	Other	0.174217574232345	4	0.0336605045086399	0.201455649766657	0.638171669620314	NA	2549
PHLDA1	Other	0.159130265727103	4	0.0336689137219979	0.201496170025166	0.638171669620314	NA	2550
RASSF9	Other	0.242681775170877	4	0.0336717794169746	0.201510217048115	0.638171669620314	NA	2551
ZNF503	Other	0.200572152574703	4	0.0336725927279011	0.201512378128569	0.638171669620314	NA	2552
SGOL2	Other	0.217525742596214	4	0.0336812442030466	0.201555059467531	0.638171669620314	NA	2553
CCM2	Other	-0.141864928890451	4	0.0336815304961987	0.201557220547985	0.638171669620314	3234	NA
STAT1	Other	0.191563502808115	4	0.0336815304961987	0.201557220547985	0.638171669620314	NA	2554
TOX	Other	0.2019351065475	4	0.0336960344005308	0.201640422145456	0.638265993381106	NA	2555
CASP9	Other	0.137654824217637	4	0.0337025663326101	0.201670137001695	0.638265993381106	NA	2556
EPB41L4A	Other	0.227097424834482	4	0.0337109834255421	0.201707955909637	0.638265993381106	NA	2557
ZFAND5	Other	-0.132543577010437	4	0.0337151925631854	0.201726325093494	0.638265993381106	3235	NA
NAGK	Other	0.119877083621078	4	0.0337239203666527	0.201769546702569	0.638284910645017	NA	2558
UQCRB	Other	-0.255989594914695	4	0.0337312157073646	0.201801962909376	0.638284910645017	3236	NA
C19ORF67	Other	-0.131374585798315	4	0.0337446675642915	0.201872198024124	0.638396876788628	3237	NA
NR1I2	Other	0.216759264450206	4	0.0337664195755509	0.201991597719196	0.63866425462422	NA	2559
PROSER2	Other	0.0945445244811109	4	0.0337760592062442	0.202050487161561	0.638740249736549	NA	2560
COX19	Other	-0.228243748479614	4	0.033807519275972	0.202224994408204	0.638929505564722	3238	NA
CDH13	Other	0.285256435860971	4	0.0338075192759721	0.202224994408204	0.638929505564722	NA	2561
MUM1	Other	0.146901835340152	4	0.0338078933551006	0.202226074948431	0.638929505564722	NA	2562
MRPL46	Other	-0.222840237660971	4	0.0338192676899213	0.202286044931024	0.638929505564722	3239	NA
PDSS2	Other	-0.158125933389273	4	0.0338247685608644	0.202317380597604	0.638929505564722	3240	NA
PVRL1	Other	0.248974180870232	4	0.0338251428373971	0.202319541678057	0.638929505564722	NA	2563
ZNF710	Other	0.216017582053362	4	0.0338416500832826	0.202413548677797	0.639116246221452	NA	2564
OR6K6	Nonessential	-0.0961121137982189	4	0.0338500932137297	0.20245947163744	0.639151124414767	3241	NA
FAHD2A	Other	-0.361552973575548	4	0.0339076168517175	0.202750677228587	0.639849993265213	3242	NA
TMEM238	Other	0.293877596698747	4	0.0339076168517175	0.202750677228587	0.639849993265213	NA	2565
IGSF9	Other	0.234723681540769	4	0.0339134670603716	0.202790116946869	0.639864270517961	NA	2566
CYP2E1	Other	0.135319842460903	4	0.0339292107984716	0.202871697733999	0.639947342410661	NA	2567
SEC63	Other	-0.2721527593958	4	0.0339303817710879	0.202886285027062	0.639947342410661	3243	NA
LRRC7	Other	0.241307656687262	4	0.0339938682946157	0.203195319531953	0.640706663577576	NA	2568
RHCE	Other	0.275097720319666	4	0.0339940287685275	0.203196940342294	0.640706663577576	NA	2569
PDGFC	Other	-0.211515368973589	4	0.034023525808658	0.203374689209617	0.641008246285426	3244	NA
GLOD5	Other	0.209657504042835	4	0.0340311681705092	0.203414128927899	0.641008246285426	NA	2570
IQCD	Other	0.16905488515815	4	0.0340320029472708	0.203416290008353	0.641008246285426	NA	2571
CLDN15	Other	0.155353249320517	4	0.0340367217548896	0.203432498111756	0.641008246285426	NA	2572
ZNF530	Other	0.196183002143785	4	0.034048961976675	0.203491387554122	0.641083577156065	NA	2573
POLR2M	Other	-0.326247852656604	4	0.0340724654862631	0.203631857783618	0.641415851794874	3245	NA
HOXB1	Nonessential	0.208325771692302	4	0.0340960777651891	0.203771247472887	0.64166561795307	NA	2574
JAG2	Other	0.252340335802017	4	0.0341019824047557	0.203795559627992	0.64166561795307	NA	2575
GPR156	Other	0.155556293800071	4	0.0341126147936661	0.203842022857748	0.64166561795307	NA	2576
SAMD4A	Other	-0.201375826943222	4	0.0341137935678317	0.203851207449677	0.64166561795307	3246	NA
OR14A16	Nonessential	0.190269682641294	4	0.034131515022604	0.203944674179303	0.641730745385398	NA	2577
CDCP2	Nonessential	0.26711544414807	4	0.0341423499645006	0.20399437902974	0.641730745385398	NA	2578
ARG1	Other	0.191777334859974	4	0.0341433324661252	0.203998160920534	0.641730745385398	NA	2579
SPI1	Other	0.198259852064236	4	0.034149242130048	0.204027875776773	0.641730745385398	NA	2580
CX3CR1	Other	0.197505490446798	4	0.0341551524221057	0.204057050362899	0.641730745385398	NA	2581
TBC1D14	Other	0.228735822058552	4	0.0341636012709437	0.204097570621408	0.641730745385398	NA	2582
IL6	Other	0.224474711241763	4	0.0341669748907057	0.204117020345492	0.641730745385398	NA	2583
SLC35A3	Other	-0.166408959203247	4	0.0341848624964704	0.204209946805005	0.641827057727202	3247	NA
CLEC4C	Other	0.209319873964366	4	0.0341930939666778	0.204245064362379	0.641827057727202	NA	2584
PIAS1	Other	-0.167841128622517	4	0.0341965420559701	0.204255329494534	0.641827057727202	3248	NA
ALG9	Other	-0.268950462471506	4	0.0342018786207057	0.204287745701341	0.641827057727202	3249	NA
SIGLEC10	Other	0.206824498129951	4	0.0342320433882532	0.204454689166396	0.642104986449313	NA	2585
RAB43	Other	0.155262315129012	4	0.0342321580128882	0.204455229436509	0.642104986449313	NA	2586
TTC29	Other	0.279675269971105	4	0.0342379624763046	0.204486024832975	0.642104986449313	NA	2587
OPN3	Other	0.100361653861639	4	0.0342452138180489	0.20452600482137	0.642104986449313	NA	2588
ANO1	Other	0.22748962302251	4	0.0342487057184148	0.204551397516702	0.642104986449313	NA	2589
KDELR3	Other	-0.183338836842548	4	0.0342557235111528	0.204587595614303	0.642108627714972	3250	NA
ZNF160	Other	0.179112906287216	4	0.034265745669933	0.204641622625648	0.642168215109182	NA	2590
TMEM18	Other	0.228480943011771	4	0.0342734902024622	0.204681062343929	0.642182014811651	NA	2591
TAAR8	Nonessential	0.275886917955947	4	0.0342863797673821	0.204749676648337	0.642287328698635	NA	2592
GAS2L3	Other	0.196987681075435	4	0.0343169036769921	0.204913918762825	0.642596278447349	NA	2593
ZKSCAN1	Other	-0.253334045009874	4	0.0343208957038751	0.204931747676568	0.642596278447349	3251	NA
TAS2R10	Other	-0.130650162221391	4	0.0343254355774844	0.204953358481106	0.642596278447349	3252	NA
STAT4	Other	0.190814147008966	4	0.0343425041510903	0.205034939268237	0.642742096652361	NA	2594
ZNF517	Other	0.186769937851382	4	0.0343514954444531	0.2050857246589	0.642791344296051	NA	2595
C9ORF173	Other	0.241554450785229	4	0.034368118946019	0.205166224905804	0.642839130066853	NA	2596
ZNF541	Other	0.204959636139177	4	0.0343732126840157	0.205188375980455	0.642839130066853	NA	2597
LRMP	Other	-0.153204560295408	4	0.0343766603943249	0.205206204894199	0.642839130066853	3253	NA
HEXA	Other	0.217179649993855	4	0.0343980154679305	0.205327765669724	0.643071168019058	NA	2598
HSD17B14	Other	0.212680507357993	4	0.0344022942920005	0.205350457014489	0.643071168019058	NA	2599
S1PR3	Other	0.200866996498182	4	0.0344450493091894	0.205573048301229	0.643482369408189	NA	2600
COMMD8	Other	-0.060920815349442	4	0.0344493270016688	0.205589796674746	0.643482369408189	3254	NA
CYP2A7	Other	0.279532045723188	4	0.0344574106932589	0.205640041795296	0.643482369408189	NA	2601
PPARGC1B	Other	-0.379952603301777	4	0.0344601416900659	0.205652468007905	0.643482369408189	3255	NA
PIWIL3	Nonessential	-0.125179873914104	4	0.0344621624697204	0.205657330438926	0.643482369408189	3256	NA
RASD2	Other	-0.13303344079496	4	0.0344871318987478	0.205780512024792	0.643757880397121	3257	NA
AKAP13	Other	0.258664634363075	4	0.0345036422104519	0.205869116323397	0.643852431318217	NA	2602
ZNF397	Other	0.0713384522466632	4	0.0345057814332795	0.205881002265893	0.643852431318217	NA	2603
HSPA8	Other	-0.227301580991615	4	0.0345168688361106	0.205923143334742	0.6438740260595	3258	NA
MYADML2	Other	0.227848182135349	4	0.0345349645521635	0.206005804662099	0.6438740260595	NA	2604
UBALD1	Other	-0.155361424886602	4	0.0345349645521635	0.206005804662099	0.6438740260595	3259	NA
KLK8	Other	0.20877659009269	4	0.0345406697146244	0.206040922219473	0.6438740260595	NA	2605
DNM3	Other	-0.0593107632521691	4	0.0345478239424306	0.206081982748095	0.6438740260595	3260	NA
LDLRAD1	Other	-0.0822624083726445	4	0.0345563988641752	0.206123043276717	0.6438740260595	3261	NA
MPP1	Other	0.301229987774279	4	0.0345585269827101	0.206133848678986	0.6438740260595	NA	2606
SAMD9	Other	0.199370925881319	4	0.0345704349756375	0.206204083793734	0.643983646830941	NA	2607
CTPS1	Other	-0.228203565418943	4	0.0346002159754966	0.206348876184137	0.644326035943175	3262	NA
RAP2C	Other	0.268277480485641	4	0.0346078819207441	0.206387775632305	0.644337713158028	NA	2608
DGCR6L	Other	-0.0866843787271362	4	0.0346164680197048	0.206436940212629	0.644381428434106	3263	NA
KLF10	Other	-0.140914848204114	4	0.0346594224815349	0.206654128798234	0.644856339566541	3264	NA
OR52B6	Nonessential	0.221543891878004	4	0.0346620966911661	0.206663853660276	0.644856339566541	NA	2609
CD22	Other	0.225973148133875	4	0.0346680181686936	0.206694649056742	0.644856339566541	NA	2610
CCNI2	Other	0.201699407832366	4	0.034714197558928	0.206946414929608	0.645531914893617	NA	2611
BRD9	Other	-0.234122342767358	4	0.034741146078141	0.207079861647629	0.645829580407454	3265	NA
RCCD1	Other	0.132934137416126	4	0.034758369444884	0.207162522974987	0.645829580407454	NA	2612
CCDC148	Other	0.252260200476675	4	0.0347613054479454	0.207167925676121	0.645829580407454	NA	2613
ZSCAN30	Other	0.183657999267935	4	0.0347669835293692	0.207203043233495	0.645829580407454	NA	2614
RBSN	Other	-0.284836551242292	4	0.0347732562721623	0.20724140241155	0.645829580407454	3266	NA
EPN1	Other	0.171108808922681	4	0.0347755992148614	0.207253288354045	0.645829580407454	NA	2615
ATP7B	Other	0.237449565236639	4	0.0347911872352566	0.207332708060722	0.645967223379938	NA	2616
CBX1	Other	-0.290937706202854	4	0.0348088175737033	0.20741699019842	0.646119966407656	3267	NA
DMGDH	Other	0.156184249226941	4	0.0348445823588548	0.207593658525516	0.646478638689557	NA	2617
TMC3	Other	0.212282690905463	4	0.0348488972102346	0.2076131082496	0.646478638689557	NA	2618
TMEM180	Other	-0.141068851700144	4	0.0348532124623373	0.207637960674819	0.646478638689557	3268	NA
MYH7B	Other	0.139232163355803	4	0.0348704875084092	0.207723863622857	0.646580223579423	NA	2619
SPNS2	Other	0.0548792606484286	4	0.0348743651002705	0.207741152266487	0.646580223579423	NA	2620
SUOX	Other	-0.0827254838001412	4	0.0349007066902793	0.207892427898252	0.646941184184644	3269	NA
PEX12	Other	-0.230923402200043	4	0.0349348391984723	0.208051807581719	0.647261699720328	3270	NA
MCAM	Other	0.285665525701517	4	0.0349525739173112	0.208151757552706	0.647261699720328	NA	2621
NRXN1	Other	0.20714527524377	4	0.034974202315487	0.208270616977664	0.647261699720328	NA	2622
STAU1	Other	-0.0977988724500991	4	0.034974202315487	0.208270616977664	0.647261699720328	3271	NA
DLG1	Other	-0.122513174829811	4	0.0349746702637958	0.208270616977664	0.647261699720328	3272	NA
NPR3	Other	0.24573805257444	4	0.0349785291993511	0.208289526431635	0.647261699720328	NA	2623
TMED8	Other	-0.404831232191184	4	0.0349785291993512	0.208289526431635	0.647261699720328	3273	NA
TMEM31	Other	0.210881090542455	4	0.0349828039104623	0.208311677506286	0.647261699720328	NA	2624
SMARCC1	Other	-0.284570666888359	4	0.0349828564846829	0.208313298316626	0.647261699720328	3274	NA
GFAP	Other	-0.132253739356086	4	0.0349948013972821	0.20837813073024	0.647353385957345	3275	NA
PPM1G	Other	0.161744125920916	4	0.0350056217806315	0.208430536931244	0.647406444034234	NA	2625
GIPR	Other	0.198482672710174	4	0.0350218201228074	0.208517520419509	0.647566866498546	NA	2626
EHHADH	Other	0.239798121351539	4	0.0350434806473313	0.2086336784939	0.64781782312423	NA	2627
TASP1	Other	-0.171322300783314	4	0.0350728465873853	0.20877793061419	0.648155913338242	3276	NA
RXFP4	Other	0.160994076795486	4	0.0351258822865163	0.20906805566511	0.648946678204406	NA	2628
RAD51B	Other	-0.202188341382044	4	0.0351345645888738	0.209115599435094	0.648984331117278	3277	NA
PPFIA3	Other	0.251807022104058	4	0.0351810852771752	0.209353858555123	0.649487689120977	NA	2629
CATSPERB	Other	0.241721313632375	4	0.0351830104703746	0.209360341796485	0.649487689120977	NA	2630
KLF16	Other	-0.225463897355532	4	0.0351871045365944	0.209384113681476	0.649487689120977	3278	NA
SYPL1	Other	0.274704588463415	4	0.0352051661044809	0.209473798520308	0.649655920068229	NA	2631
KLK3	Other	0.195435146195673	4	0.0352292570381983	0.209612647939464	0.649976545877938	NA	2632
CDKN2B	Other	0.261003462914842	4	0.0352473318715757	0.209698550887502	0.650132912123897	NA	2633
PADI2	Other	0.216956164544674	4	0.0352562859044467	0.209737990605783	0.65014519889066	NA	2634
KRTAP10-5	Nonessential	0.225952181177545	4	0.0352871679224776	0.209933028116737	0.650588300290969	NA	2635
SAMD10	Other	0.210315456303459	4	0.0352907498183143	0.209951937570708	0.650588300290969	NA	2636
C14ORF28	Other	-0.160399463907071	4	0.0353259827834613	0.21013725021962	0.650986334056762	3279	NA
OPRK1	Other	0.21654044418565	4	0.035331756285378	0.210162102644838	0.650986334056762	NA	2637
LHPP	Other	0.258062067391608	4	0.0353390624437162	0.210186955070057	0.650986334056762	NA	2638
FABP7	Other	-0.116341527201626	4	0.0353565076402772	0.210286364770931	0.651184170461656	3280	NA
JMJD1C	Other	0.010293871845935	4	0.0353896832094139	0.210484643902566	0.651589677548836	NA	2639
HSD17B7	Other	0.216152649594094	4	0.0353913169410633	0.21048842579336	0.651589677548836	NA	2640
IL1RAPL1	Other	0.138202745175774	4	0.0354350909667287	0.210735869505318	0.652245489706883	NA	2641
MCOLN2	Other	0.148588452752543	4	0.0354569428968682	0.21085851082107	0.652514871547945	NA	2642
GMPPA	Other	0.0427034957045359	4	0.0354667149586776	0.210910917022074	0.652566852160482	NA	2643
RPL26L1	Other	-0.17081049812242	4	0.0354919270049835	0.21104814563089	0.652714334882695	3281	NA
TPP2	Other	-0.278983343128888	4	0.0354954575265871	0.211062732923953	0.652714334882695	3282	NA
ACAD8	Other	0.255975034798804	4	0.0354963018380503	0.21106543427452	0.652714334882695	NA	2644
