Gene	Category	DAN
CNOT4	Other	-0.231245706087588
CNOT6	Other	-0.147807274356832
CNOT6L	Other	-0.0280967946681125
CNOT7	Other	-0.228955151661879
CNOT8	Other	-0.0182831153530646
CNP	Other	-0.234788938096804
CNPPD1	Other	0.264160144102049
CNPY1	Nonessential	0.343686731490732
CNPY2	Other	-0.147042573994601
CNPY3	Other	0.068586336578825
CNPY4	Other	-0.0772655489876371
CNR1	Other	0.255915878600511
CNR2	Other	0.260015637913896
CNRIP1	Other	0.23711844803061
CNST	Other	0.167846370932882
CNTD1	Other	0.151390400610086
CNTD2	Other	0.0391878187668844
CNTF	Other	0.118313257867346
CNTFR	Other	0.0218580582895847
CNTLN	Other	0.133266518111612
CNTN1	Other	0.010655423499607
CNTN2	Other	0.12250722178958
CNTN3	Other	-0.00683354981409988
CNTN4	Other	0.070377075699838
CNTN5	Other	0.17107101819536
CNTN6	Other	0.227892907126076
CNTNAP1	Other	-0.216830602707318
CNTNAP2	Other	0.144774609807207
CNTNAP3	Other	0.14200296011828
CNTNAP3B	Other	0.0972824185827247
CNTNAP4	Other	0.203302994903063
CNTNAP5	Nonessential	0.053302340871233
CNTRL	Other	-0.0109093082420306
CNTROB	Other	-0.0288734458706914
COA1	Other	0.0259435998082462
COA3	Other	-0.264073736742238
COA4	Other	0.0741191279347537
COA5	Other	-0.320855361667678
COA6	Other	-0.124837413199046
COA7	Other	-0.348845051953553
COASY	Other	-0.676392068480415
COBL	Other	0.0783566799895409
COBLL1	Other	-0.0537215152237527
COCH	Other	-0.209169540947699
COG1	Other	-0.338651148322334
COG2	Other	-0.628618709859005
COG3	Other	-0.962532110589084
COG4	Other	-0.550071366370938
COG5	Other	-0.0169041497383369
COG6	Other	-0.119417508717821
COG7	Other	-0.245390535601945
COG8	Other	-0.158842807459977
COIL	Other	-0.386233421682258
COL10A1	Other	0.17457237679888
COL11A1	Other	0.14595060812974
COL11A2	Other	-0.33540093695021
COL12A1	Other	0.181974417025374
COL13A1	Other	0.127772381480655
COL14A1	Other	0.113748200393298
COL15A1	Other	0.156785360700268
COL16A1	Other	0.284401910756267
COL17A1	Other	-0.146018026048821
COL18A1	Other	0.121874416533164
COL19A1	Other	0.081576917456142
COL1A1	Other	-0.12705463602892
COL1A2	Other	0.0561870888488969
COL20A1	Nonessential	0.241219133663579
COL21A1	Other	0.0898623197992942
COL22A1	Other	0.342252245635471
COL23A1	Other	0.205574073476174
COL24A1	Other	0.0389532873216399
COL25A1	Other	-0.0931413855484659
COL27A1	Other	0.196706909294604
COL28A1	Other	0.180464563254004
COL2A1	Other	0.0960703426470381
COL3A1	Other	0.113338627400929
COL4A1	Other	0.0429439052495974
COL4A2	Other	0.178760730959678
COL4A3	Other	-0.00265528665304866
COL4A3BP	Other	-0.0656221080662186
COL4A4	Other	0.0507879185820381
COL4A5	Other	0.248131990026701
COL4A6	Other	0.235624827769312
COL5A1	Other	0.229956101656261
COL5A2	Other	0.123019612480241
COL5A3	Other	0.270341891855861
COL6A1	Other	0.283208922720387
COL6A2	Other	0.167927601008285
COL6A3	Other	0.14552021862864
COL6A6	Other	0.0355587515174217
COL7A1	Other	-0.0370525008162368
COL8A1	Other	0.0090999908582118
COL8A2	Other	-0.0657787028668788
COL9A1	Other	0.199451489299245
COL9A2	Other	0.142373422647796
COL9A3	Other	0.07717946684107
COLCA2	Other	0.243989762342759
COLEC10	Other	0.205240562001991
COLEC11	Other	0.289633248789667
COLEC12	Other	0.132474106005763
COLGALT1	Other	0.0618677721151118
COLGALT2	Other	0.111916501069964
COLQ	Other	0.0211218906969512
COMMD1	Other	0.024780027209273
COMMD10	Other	0.00875281100944305
COMMD2	Other	-0.00441437005944152
COMMD3	Other	0.0503442901728773
COMMD3-BMI1	Other	0.0793560653864231
COMMD4	Other	-0.0291876946622329
COMMD5	Other	-0.155727800210542
COMMD6	Other	0.139059145086758
COMMD7	Other	0.0119834738568
COMMD8	Other	-0.060920815349442
COMMD9	Other	0.0336735382707632
COMP	Other	-0.0412564206987184
COMT	Other	-0.0321582558738538
COMTD1	Other	0.0861598148358389
COPA	Essential	-1.1512194808007
COPB1	Essential	-1.36588614962886
COPB2	Other	-0.908645045986373
COPE	Other	-0.855005014692422
COPG1	Other	-1.24987458283784
COPRS	Other	-0.276667241620607
COPS2	Essential	-0.601725012700828
COPS3	Other	-0.993887852948455
COPS4	Essential	-0.830208185845871
COPS5	Other	-0.881592537698587
COPS6	Essential	-1.13568315066041
COPS7A	Other	0.147272445419758
COPS7B	Other	0.19753929427331
COPS8	Essential	-0.872629017298538
COPZ1	Essential	-0.849275711674617
COQ10A	Other	-0.0437714184556558
COQ10B	Other	0.169265073334383
COQ2	Other	-0.223175135133728
COQ3	Other	-0.0224908537105985
COQ4	Other	-0.353178621880258
COQ5	Other	-0.253486513616783
COQ6	Other	-0.277583129910085
COQ7	Other	-0.515882623031184
COQ9	Other	-0.0176068346329911
CORIN	Other	0.0331163443693025
CORO1A	Other	-0.0754600882730434
CORO1B	Other	0.11665810899645
CORO1C	Other	0.050572461881197
CORO2A	Other	0.144735278681323
CORO2B	Other	0.12423124418679
CORO6	Other	-0.435801398059126
CORO7	Other	0.0489136520122591
CORO7-PAM16	Other	-0.10164993318134
CORT	Other	0.174860743130617
COTL1	Other	0.337762210841544
COX10	Other	-0.383795899713045
COX11	Other	-0.311818599293736
COX14	Other	-0.0299309267088803
COX15	Other	-0.206774664614068
COX16	Other	-0.117619383938136
COX17	Other	-0.177470157958378
COX18	Other	0.0837421583816028
COX19	Other	-0.228243748479614
COX20	Other	-0.109145708628176
COX4I1	Other	-0.075222028848094
COX4I2	Other	0.198774649635888
COX5A	Other	-0.421702540946431
COX5B	Other	-0.255282114996603
COX6A1	Other	-0.122630037234642
COX6A2	Other	-0.137132957479891
COX6B1	Other	-0.00840147993016538
COX6B2	Other	0.201864038643026
COX6C	Other	-0.463795752904541
COX7A1	Other	0.375896560183155
COX7A2	Other	0.0683250050050945
COX7A2L	Other	0.0542868867714682
COX7B	Other	-0.259690692411615
COX7B2	Nonessential	0.200250572445798
COX7C	Other	-0.485878847601828
COX8A	Other	0.0632016445117453
COX8C	Other	0.11903194051691
CP	Other	0.176415796487641
CPA1	Other	0.184693508953059
CPA2	Other	0.020085711331775
CPA3	Other	0.117325780999528
CPA4	Other	0.192500663308929
CPA5	Other	0.0765729591383661
CPA6	Other	0.0785826753722346
CPAMD8	Other	-0.336830784394535
CPB1	Other	0.0427377737689047
CPB2	Other	0.0536755265015362
CPD	Other	-0.305337789408657
CPE	Other	-0.236042384669744
CPEB1	Other	-0.0298278306907378
CPEB2	Other	0.248030979304628
CPEB3	Other	0.312398388622604
CPEB4	Other	0.0470473364324427
CPED1	Other	-0.0343548802213471
CPLX1	Other	0.309408310768867
CPLX2	Other	0.246081241624641
CPLX3	Other	0.140214764700156
CPLX4	Other	0.279768761845275
CPM	Other	0.0821842728032776
CPN1	Other	0.0910691196218168
CPN2	Other	0.276273846637747
CPNE1	Other	0.210909980373226
CPNE2	Other	0.163617684484478
CPNE3	Other	-0.0739879113709145
CPNE4	Other	0.172159549515476
CPNE5	Other	-0.206137508353863
CPNE6	Other	-0.105221705967041
CPNE7	Other	-0.155741965894141
CPNE8	Other	0.220740449635239
CPNE9	Other	0.237888775116019
CPO	Other	0.0532416837451513
CPOX	Other	-0.305422516204466
CPPED1	Other	0.154644683726949
CPQ	Other	-0.0199407608289942
CPS1	Other	0.186161768996676
CPSF1	Other	-0.992680948577603
CPSF2	Other	-0.941194762174033
CPSF3	Other	-0.915972694603843
CPSF3L	Other	-1.15064208132881
CPSF4	Other	-1.00750579605438
CPSF4L	Other	0.109936516845232
CPSF6	Other	-0.958737414771685
CPSF7	Other	0.0179329498292354
CPT1A	Other	-0.0372239938072155
CPT1B	Other	0.263889170410925
CPT1C	Other	0.0684159129978967
CPT2	Other	0.0928074927122147
CPTP	Other	0.220256020704831
CPVL	Other	0.102784930080525
CPXCR1	Nonessential	0.0203563945256752
CPXM1	Other	-0.00135259742624065
CPXM2	Other	0.162934874427033
CPZ	Other	-0.00722447217976107
CR1	Other	-0.0166143728691514
CR1L	Other	-0.0790271201938184
CR2	Other	0.165868397986537
CRABP1	Other	0.163394107257394
CRABP2	Other	0.104837198352667
CRACR2A	Other	0.214821224281393
CRACR2B	Other	0.282499091620885
CRADD	Other	0.120969325917898
CRAMP1L	Other	-0.357145737881989
CRAT	Other	-0.0650803602773518
CRB1	Other	0.16679847820368
CRB2	Other	-0.0124373433083016
CRB3	Other	0.0489462828934114
CRBN	Other	0.138809736123003
CRCP	Other	-0.922500480804831
CRCT1	Other	0.143367204686701
CREB1	Other	0.103383821594477
CREB3	Other	-0.282708973379714
CREB3L1	Other	0.122432694658212
CREB3L2	Other	0.308803350569218
CREB3L3	Other	0.0847293171231879
CREB3L4	Other	0.0329497016908549
CREB5	Other	0.104619546944624
CREBBP	Other	-0.991734867807479
CREBL2	Other	0.066101472295941
CREBRF	Other	0.0303385666591857
CREBZF	Other	0.0894210515299663
CREG1	Other	0.285556105321633
CREG2	Other	0.0817300194608021
CRELD1	Other	0.0945905353268427
CRELD2	Other	0.0601891996119631
CREM	Other	0.19372691355733
CRH	Other	-0.148534223572963
CRHBP	Other	0.000548890092069876
CRHR1	Other	-0.116795070578278
CRHR2	Other	0.10325477785891
CRIM1	Other	-0.0871389965198768
CRIP2	Other	0.322454451325656
CRIPAK	Other	0.0627588457388003
CRIPT	Other	-0.318907325895473
CRISP1	Other	-0.193915026317415
CRISP2	Other	0.0952128248663674
CRISP3	Other	0.166175280046459
CRISPLD1	Other	0.119526702466243
CRISPLD2	Other	0.0758263232529751
CRK	Other	0.150499100184562
CRKL	Other	-1.35942208481204
CRLF1	Other	0.0941563251868336
CRLF3	Other	-0.238291891764311
CRLS1	Other	-0.745625898592406
CRMP1	Other	-0.0144437580347113
CRNKL1	Other	-1.02134497568408
CRNN	Nonessential	0.118957214411953
CROCC	Other	0.100295306911658
CROT	Other	0.121067348023068
CRP	Other	0.18263415344311
CRTAC1	Other	0.0408733642912359
CRTAM	Other	0.0648489353730052
CRTAP	Other	0.207146024175449
CRTC1	Other	-0.0293504075389824
CRTC2	Other	0.108054372694984
CRTC3	Other	0.350600421131063
CRX	Nonessential	-0.0441531275796732
CRY1	Other	0.0870460066265848
CRY2	Other	0.181750817554787
CRYAA	Other	0.16852162686182
CRYAB	Other	-0.0162126306901349
CRYBA1	Other	0.0034911711728269
CRYBA2	Other	0.0992509813566807
CRYBA4	Other	0.124298325222432
CRYBB1	Other	-0.0123154385235988
CRYBB2	Other	0.241454969510225
CRYBB3	Other	-0.0981455347813279
CRYGA	Other	-0.0333230057356246
CRYGB	Nonessential	-0.12388979928035
CRYGC	Other	-0.106021038957361
CRYGD	Other	-0.122333364428135
CRYGN	Other	0.151311980976367
CRYGS	Other	-0.0022991681815672
CRYL1	Other	0.254334210158396
CRYM	Other	0.195280710517596
CRYZ	Other	-0.0787441919318595
CRYZL1	Other	0.231735816592112
CS	Other	-0.26928047524359
CSAD	Other	0.0599841870703522
CSAG1	Other	0.268354883235649
CSDC2	Other	-0.0722954598220929
CSDE1	Other	-0.669299658036441
CSE1L	Essential	-0.807852175910766
CSF1	Other	0.130823137491175
CSF1R	Other	0.117870585032074
CSF2	Other	0.0200318785714391
CSF2RA	Other	0.161764048552694
CSF2RB	Other	0.106705273758038
CSF3	Other	-0.0132768101082116
CSF3R	Other	0.0298225947672179
CSGALNACT1	Other	0.130857301001218
CSGALNACT2	Other	-0.0728572216246414
CSH1	Nonessential	-0.534207045245884
CSH2	Other	-0.483091426055754
CSHL1	Nonessential	-0.301307641778798
CSK	Other	-0.191953044032927
CSMD1	Other	-0.0425029767400507
CSMD2	Other	0.181465467552577
CSMD3	Other	0.123189959858755
CSN1S1	Other	0.188027638463605
CSN2	Nonessential	0.0295960985876527
CSN3	Nonessential	0.163023792471531
CSNK1A1	Other	-0.852831268306161
CSNK1A1L	Other	0.160762869812817
CSNK1D	Other	-0.0208086007324295
CSNK1E	Other	0.118948813378841
CSNK1G1	Other	0.0617457523984283
CSNK1G2	Other	0.107205922425925
CSNK1G3	Other	0.112731357170621
CSNK2A1	Other	0.285601423869134
CSNK2A2	Other	0.205373193546595
CSNK2A3	Other	0.266890777268949
CSNK2B	Other	-1.03571037198252
CSPG4	Other	-0.251454694763013
CSPG5	Other	0.0603231107712108
CSPP1	Other	-0.0847507857658602
CSRNP1	Other	0.171184574712513
CSRNP2	Other	0.186700553159966
CSRNP3	Other	0.220029305587645
CSRP1	Other	0.191625809684746
CSRP2	Other	0.0883052055866133
CSRP2BP	Other	-0.346561515293745
CSRP3	Other	0.22721508021429
CST1	Other	0.0369992397297576
CST11	Nonessential	0.182691262326827
CST2	Other	-0.0531667836091429
CST3	Other	0.0913208291086975
CST4	Nonessential	0.0993613881950783
CST5	Nonessential	0.175085307988568
CST6	Other	0.114057644494078
CST7	Other	0.194932274176366
CST8	Nonessential	-0.0487611553038257
CST9	Nonessential	0.0235695687711343
CST9L	Nonessential	0.187458230791077
CSTA	Other	-0.0630945323027623
CSTB	Other	0.13602471344655
CSTF1	Other	-0.809929770537494
CSTF2	Other	0.0731605064283275
CSTF2T	Other	0.0983716327101719
CSTF3	Other	-0.703493838613871
CSTL1	Nonessential	0.0132622442720458
CT45A1	Other	-0.144726831901723
CT45A2	Nonessential	-0.144726831901723
CT45A3	Other	-0.144726831901723
CT45A4	Nonessential	-0.144726831901723
CT45A5	Nonessential	-0.135484742592275
CT45A6	Other	-0.144726831901723
CT47A1	Other	-0.379677511695871
CT47A10	Other	-0.379677511695871
CT47A11	Nonessential	-0.379677511695871
CT47A12	Other	-0.379677511695871
CT47A2	Other	-0.379677511695871
CT47A3	Other	-0.379677511695871
CT47A4	Other	-0.379677511695871
CT47A5	Other	-0.379677511695871
CT47A6	Other	-0.379677511695871
CT47A7	Other	-0.379677511695871
CT47A8	Other	-0.379677511695871
CT47A9	Other	-0.379677511695871
CT47B1	Other	0.0071229707395047
CT55	Other	0.219108437308515
CT62	Other	-0.054673916268282
CT83	Other	0.168159475419697
CTAG1A	Other	0.114636709193864
CTAG1B	Other	0.114636709193864
CTAG2	Other	0.334275149369088
CTAGE1	Other	-0.108520994213549
CTAGE15	Other	-0.242840912483984
CTAGE4	Other	-0.328268992242933
CTAGE5	Other	0.16730589378577
CTAGE6	Other	-0.328268992242933
CTAGE8	Other	-0.328268992242933
CTAGE9	Other	-0.375323060252146
CTBP1	Other	0.304565454801839
CTBP2	Other	0.394832124363141
CTBS	Other	0.197570410336723
CTC1	Other	-0.202042104675213
CTCF	Other	-0.971757289152711
CTCFL	Nonessential	0.179936888068511
CTDNEP1	Essential	-0.325090512632103
CTDP1	Other	-0.512961127186788
CTDSP1	Other	0.148224522976214
CTDSP2	Other	0.113639507152097
CTDSPL	Other	0.417924578080061
CTDSPL2	Other	-0.114302450922768
CTF1	Other	0.106231775138845
CTGF	Other	0.193501637293771
CTH	Other	0.135971094313224
CTHRC1	Other	0.0965016259201628
CTIF	Other	0.216276105657946
CTLA4	Other	-0.0618845745165585
CTNNA1	Other	0.248646130652313
CTNNA2	Other	-0.0455791658076241
CTNNA3	Other	-0.0280868260737281
CTNNAL1	Other	0.04362199367494
CTNNB1	Other	0.0442393895300656
CTNNBIP1	Other	0.0590326143149609
CTNNBL1	Other	-0.766454406061291
CTNND1	Other	-0.224791412121508
CTNND2	Other	0.206002508728644
CTNS	Other	0.133262621492525
CTPS1	Other	-0.228203565418943
CTPS2	Other	0.0184094349702041
CTR9	Other	-0.535935789881638
CTRB1	Nonessential	0.0983905986031778
CTRB2	Other	-0.0286582109966782
CTRC	Other	0.169331591040985
CTRL	Other	0.175585667626951
CTSA	Other	0.128442936475295
CTSB	Other	-0.266831259091198
CTSC	Other	-0.103159924861929
CTSD	Other	0.267193188306104
CTSE	Other	0.07688320309907
CTSF	Other	0.129600097500133
CTSG	Other	0.0970397897507502
CTSH	Other	0.0714327836802283
CTSK	Other	0.133705372043906
CTSL	Other	0.0686954962203468
CTSO	Other	0.0202643075475331
CTSS	Other	0.0412922413191023
CTSV	Other	-0.0963226444919901
CTSW	Other	0.0604218676303093
CTSZ	Other	0.0550860109672568
CTTN	Other	0.0547997452952878
CTTNBP2	Other	-0.22468832404017
CTTNBP2NL	Other	0.00802047112856166
CTU1	Other	-0.133381898072906
CTU2	Other	-0.639332234637003
CTXN2	Other	0.0242093226091132
CUBN	Other	0.089862204717657
CUEDC1	Other	0.00185313491215455
CUEDC2	Other	0.164426628720809
CUL1	Other	-0.537642763157305
CUL2	Other	-0.464810393087186
CUL3	Other	-0.481721808286474
CUL4A	Other	0.0774707052883506
CUL4B	Other	0.00155442014189893
CUL5	Other	0.278593838939212
CUL7	Other	-0.196089408246427
CUL9	Other	-0.0530245330920011
CUTA	Other	-0.0837128716754189
CUTC	Other	-0.0883933802585904
CUX1	Other	0.241348675186165
CUX2	Other	0.0673236424506053
CUZD1	Other	0.165804830043564
CWC22	Other	-0.942214333615726
CWC25	Other	-0.547102375959879
CWC27	Other	-0.420976074933413
CWF19L1	Other	-0.262228711372581
CWF19L2	Other	-0.373526004478138
CWH43	Other	-0.0412404597200426
CX3CL1	Other	0.228078900510458
CX3CR1	Other	0.197505490446798
CXADR	Other	-0.151879662033363
CXCL1	Other	-0.0996966207385073
CXCL10	Other	0.21799249366563
CXCL11	Other	0.167071496685892
CXCL12	Other	-0.0869564791365505
CXCL13	Other	0.0714773680703301
CXCL14	Other	-0.162027962819535
CXCL16	Other	0.164625971201375
CXCL17	Other	0.02160473689713
CXCL2	Other	-0.00775151996049553
CXCL3	Other	0.0325631228983624
CXCL5	Other	0.141989097880216
CXCL6	Other	0.172635168255988
CXCL8	Other	0.147560958343369
CXCL9	Other	0.084148021219405
CXCR1	Other	0.123341301721216
CXCR2	Other	0.0231413828346252
CXCR3	Other	0.0586321496424826
CXCR4	Other	0.163319910412915
CXCR5	Other	0.345130432318461
CXCR6	Other	0.156835586883343
CXORF21	Other	0.322608821223875
CXORF22	Other	0.360411396927266
CXORF23	Other	0.0949080829021366
CXORF36	Other	-0.0521500559522072
CXORF38	Other	0.144676404810072
CXORF40A	Other	0.238455569536561
CXORF40B	Other	0.242582106383829
CXORF56	Other	-0.165904839065677
CXORF57	Other	0.210398406069736
CXORF58	Other	0.0613110506799851
CXORF65	Other	0.19003692970501
CXORF66	Nonessential	0.123817856524003
CXXC1	Other	-0.513248496821689
CXXC4	Other	0.0874396772488169
CXXC5	Other	0.147645594562388
CYB561	Other	-0.216706839241711
CYB561A3	Other	0.124393707430707
CYB561D1	Other	0.000375924715148239
CYB561D2	Other	-0.0123652497883664
CYB5A	Other	0.104403145335589
CYB5B	Other	-0.111268523390216
CYB5D1	Other	0.0918496497592534
CYB5D2	Other	0.194886276784973
CYB5R1	Other	0.190539035768457
CYB5R2	Other	0.112599252238525
CYB5R3	Other	0.0630379208261304
CYB5R4	Other	-0.773913698676007
CYB5RL	Other	0.199019258974467
CYBA	Other	0.188941048083185
CYBB	Other	0.213014220675317
CYBRD1	Other	-0.00207102016047747
CYC1	Other	-0.46486737791784
CYCS	Other	-0.653392265399051
CYFIP1	Other	-0.518321968173009
CYGB	Other	0.146114930450111
CYHR1	Other	-0.057036043006842
CYLC1	Other	0.244429678479792
CYLC2	Nonessential	0.146953381831134
CYLD	Other	-0.360689069723535
CYP11A1	Other	-0.00232604691336591
CYP11B1	Nonessential	0.0570179336604277
CYP11B2	Nonessential	0.135094308840418
CYP17A1	Other	-0.0555418616994605
CYP19A1	Other	0.0823413849480253
CYP1A1	Other	0.133330835505146
CYP1A2	Other	-0.0881067977507001
CYP1B1	Other	0.340035012671752
CYP20A1	Other	0.203096102833267
CYP21A2	Other	-0.159489648431553
CYP24A1	Other	0.225626360320079
CYP26A1	Other	-0.220813374022063
CYP26B1	Other	0.0517887011877886
CYP26C1	Nonessential	0.0312124463123204
CYP27A1	Other	0.233742684325926
CYP27B1	Other	0.0253777350698655
CYP27C1	Other	0.0753457317658532
CYP2A13	Nonessential	-0.289323878820704
CYP2A6	Other	0.046877165936443
CYP2A7	Other	0.279532045723188
CYP2B6	Other	0.168565849565056
CYP2C18	Other	0.0274765589540734
CYP2C19	Nonessential	0.0370022263109184
CYP2C8	Other	0.135251609627964
CYP2C9	Other	0.205487155837563
CYP2D6	Other	0.167048427242023
CYP2E1	Other	0.135319842460903
CYP2F1	Other	0.041566545102524
CYP2J2	Other	0.122577427643985
CYP2R1	Other	0.236951574757684
CYP2S1	Other	-0.0622880541158266
CYP2U1	Other	0.108854156436375
CYP2W1	Other	-0.00517571781490194
CYP39A1	Other	0.197589115755647
CYP3A4	Other	0.0248993244029212
CYP3A43	Other	-0.0839429029567803
CYP3A5	Other	-0.126764403010276
CYP3A7	Other	0.0366181767051086
CYP46A1	Other	0.124652625687116
CYP4A11	Other	0.0793786154344746
CYP4A22	Nonessential	0.0873591814634028
CYP4B1	Other	-0.092431607806299
CYP4F11	Other	-0.198893427357204
CYP4F12	Other	-0.0257103590101968
CYP4F2	Other	-0.314607208989865
CYP4F22	Other	0.0441676757318449
CYP4F3	Other	0.0730600376614307
CYP4V2	Other	0.268243078379293
CYP4X1	Other	0.103792904371427
CYP4Z1	Other	0.0299426879947508
CYP51A1	Other	0.274656366196668
CYP7A1	Nonessential	0.208741769146357
CYP7B1	Other	0.244208009618302
CYP8B1	Other	-0.025046519421449
CYR61	Other	0.1806038165502
CYS1	Other	-0.126985422290696
CYSLTR1	Other	0.152265939619692
CYSLTR2	Other	0.158981084448844
CYSRT1	Other	0.036665217004602
CYSTM1	Other	0.175846737524143
CYTH1	Other	0.00147481243103971
CYTH2	Other	0.0913253852358799
CYTH3	Other	-0.0452686316735063
CYTH4	Other	-0.064827777328231
CYTIP	Other	0.0138389753135819
CYTL1	Other	0.266035557998175
CYYR1	Other	0.156448522609848
D2HGDH	Other	0.04961487065074
DAAM1	Other	0.0883707203343639
DAAM2	Other	0.0747376717960709
DAB1	Other	0.189211713533402
DAB2	Other	0.311062235213078
DAB2IP	Other	0.477401488935863
DACH1	Other	0.299311914823432
DACH2	Other	0.0564258469435292
DACT1	Other	0.275366490864325
DACT2	Other	0.20890472562473
DACT3	Other	-0.0207703429700744
DAD1	Other	-1.07055042179555
DAG1	Other	0.130653675375221
DAGLA	Other	0.0462795245113705
DAGLB	Other	0.0786741408784925
DAK	Other	-0.0692312276598019
DALRD3	Other	0.0738260428021029
DAND5	Other	-0.0155043234178296
DAO	Other	0.124352242110473
DAOA	Other	-0.171488616218632
DAP	Other	0.12611335308035
DAP3	Other	-0.347578587546503
DAPK1	Other	0.132627275509304
DAPK2	Other	-0.0118146837357571
DAPK3	Other	0.469659703237376
DAPL1	Other	0.0718037643065543
DAPP1	Other	-0.0083373054428182
DARS	Other	-0.762385914161489
DARS2	Other	-0.181116070706228
DAW1	Other	0.160074426922009
DAXX	Other	-0.0718676252215853
DAZ1	Nonessential	0.336441847269272
DAZ2	Nonessential	0.223781827456405
DAZ3	Nonessential	0.223781827456405
DAZ4	Nonessential	0.223781827456405
DAZAP1	Other	0.0581979776336642
DAZAP2	Other	0.0517524169846073
DAZL	Nonessential	-0.00847513363415483
DBF4	Other	-0.291251816912455
DBF4B	Other	-0.0501420085251794
DBH	Other	0.249109856299251
DBI	Other	-0.170425884829302
DBN1	Other	0.0153111725703405
DBNDD1	Other	0.0256442306837777
DBNDD2	Other	0.287273068667421
DBNL	Other	0.267844574682821
DBP	Other	0.0698217384055112
DBR1	Other	-1.42847731473258
DBT	Other	0.163771975483951
DBX2	Other	0.0741238763162434
DCAF10	Other	0.00115376286520439
DCAF11	Other	0.0598758598205362
DCAF12	Other	0.0363623201401086
DCAF12L1	Other	0.303289268778813
DCAF12L2	Other	0.313910787096612
DCAF13	Other	0.0959017965008334
DCAF15	Other	-0.111680302348228
DCAF16	Other	0.0298937609932668
DCAF17	Other	0.241180645125596
DCAF4	Other	-0.193706649335698
DCAF4L1	Other	0.160674359020119
DCAF4L2	Nonessential	-0.000199602453795716
DCAF5	Other	-0.152125693768058
DCAF6	Other	-0.2410490176269
DCAF8	Other	0.12854945088211
DCAF8L1	Nonessential	0.144074691549906
DCAF8L2	Other	0.224001072166529
DCAKD	Other	-0.0461686490191936
DCANP1	Other	0.0688865591758641
DCBLD1	Other	0.0747761613664873
DCBLD2	Other	0.0182492646702651
DCC	Other	0.251448140834176
DCDC1	Other	0.105213712915954
DCDC2	Other	0.0144286365820095
DCDC2B	Other	-0.0685169873561638
DCHS1	Other	0.140725569533317
DCHS2	Other	0.130056354856935
DCK	Other	0.149468094426647
DCLK1	Other	-0.0393961405665854
DCLK2	Other	0.0812976026768652
DCLK3	Other	-0.00842946818156347
DCLRE1A	Other	0.174295487740944
DCLRE1B	Other	-0.412318009836538
DCLRE1C	Other	0.045331292264078
DCN	Other	0.125198829412929
DCP1B	Other	0.170815661771758
DCP2	Other	-0.135029493856166
DCPS	Other	-0.457060616098146
DCST1	Other	0.0826295506178737
DCST2	Other	0.0107013201194127
DCSTAMP	Other	0.203801787254017
DCT	Other	0.0325228437178616
DCTD	Other	0.186816356534919
DCTN1	Other	-0.291350605568387
DCTN2	Other	-0.458908622654753
DCTN3	Other	-0.499452770374645
DCTN4	Other	-0.540723009096679
DCTN5	Other	-0.891536984732401
DCTN6	Other	-1.00302284915209
DCTPP1	Other	-0.0261831287832067
DCUN1D1	Other	0.0196770380706309
DCUN1D2	Other	0.18047837598071
DCUN1D3	Other	0.111455302773398
DCUN1D4	Other	0.152881176220365
DCUN1D5	Other	0.0120399806761337
DCX	Other	0.35620811806735
DCXR	Other	-0.00251717340277904
DDA1	Other	-0.346916095735651
DDAH1	Other	0.192424207950448
DDAH2	Other	0.072038254703947
DDB1	Essential	-1.19791170708094
DDB2	Other	0.0586352779675763
DDC	Other	-0.101227563795871
DDHD1	Other	-0.132455032749398
DDHD2	Other	-0.366746664510571
DDI1	Nonessential	0.0893473923344492
DDI2	Other	0.170706545467758
DDIAS	Other	0.148231123865055
DDIT3	Other	0.0462207132952224
DDIT4	Other	-0.100347282434027
DDIT4L	Other	0.0806277305806336
DDN	Other	-0.241737287990179
DDO	Other	0.0141765802102891
DDOST	Other	-0.747845516989457
DDR1	Other	0.0128294517173073
DDR2	Other	0.0847630983098721
DDRGK1	Other	-0.448086395936781
DDT	Other	-0.151742762026866
DDTL	Other	-0.151742762026866
DDX1	Other	-0.762103337913761
DDX10	Other	-0.862458054663998
DDX11	Other	-0.438502453419211
DDX17	Other	-0.128045196766191
DDX18	Essential	-0.683391039638666
DDX19A	Other	-0.606746679722925
DDX19B	Other	-0.150835671711024
DDX20	Other	-0.826930609571201
DDX21	Other	-0.454993703901553
DDX23	Other	-0.928860553705426
DDX24	Other	-0.936143381838461
DDX25	Other	0.0109831979020467
DDX26B	Other	0.17757188974802
DDX27	Other	-0.440875846216572
DDX28	Other	-0.140885485323997
DDX31	Other	0.0839295199177335
DDX39A	Other	-0.170523350265419
DDX39B	Other	-0.374354774023104
DDX3X	Other	-0.934092825758953
DDX3Y	Other	0.200761970807064
DDX4	Nonessential	0.0315949393605212
DDX41	Other	-0.972304459815142
DDX42	Other	-1.12759927283614
DDX43	Other	0.0501708994331509
DDX46	Essential	-0.528601413568246
DDX47	Other	-0.665184398909079
DDX49	Essential	-1.00755196960359
DDX5	Other	-0.643055342136627
DDX50	Other	-0.166225070875179
DDX51	Essential	-0.611310994834332
DDX52	Other	-0.442790066606873
DDX53	Other	0.0750985089123753
DDX54	Other	-0.97984698560885
DDX55	Other	-1.02467011801543
DDX56	Other	-1.22043006071956
DDX58	Other	0.0726152842127105
DDX59	Other	-0.638701080875961
DDX6	Other	-0.68854892061389
