Gene	Category	CCK
ENTPD8	Other	-0.0332300620892352
ENY2	Other	0.0584290962380465
EOGT	Other	0.111275121983889
EOMES	Other	0.019519384898874
EP300	Other	-0.043420433560508
EP400	Other	-0.325309870956844
EPAS1	Other	0.207359435650534
EPB41	Other	0.0209988279506243
EPB41L1	Other	-0.135995566241369
EPB41L2	Other	-0.000911855951881285
EPB41L3	Other	-0.0327242828606006
EPB41L4A	Other	-0.070367088136074
EPB41L4B	Other	0.0955662117221784
EPB41L5	Other	0.0501167922495124
EPB42	Other	-0.129451614804778
EPC1	Other	-0.136241543947231
EPC2	Other	-0.419561867024609
EPCAM	Other	-0.11824399785294
EPDR1	Other	-0.0313335312820327
EPG5	Other	0.0316493672362313
EPGN	Other	-0.0180921278005601
EPHA1	Other	-0.0931845972030961
EPHA10	Other	0.0580187303431928
EPHA2	Other	0.179923913727155
EPHA3	Other	-0.1305374223031
EPHA4	Other	0.0568920762499171
EPHA5	Other	0.09404682373388
EPHA6	Other	0.0660729663233923
EPHA7	Other	-0.00249236149837515
EPHA8	Other	0.111088209512874
EPHB1	Other	0.0601936106916598
EPHB2	Other	0.012925250874358
EPHB3	Other	0.0363413314155017
EPHB4	Other	0.0639696374961791
EPHB6	Other	0.0242638687258451
EPHX1	Other	0.0585114678034696
EPHX2	Other	0.0981758791195684
EPHX3	Other	-0.0371589584995565
EPHX4	Other	0.0223970212917684
EPM2A	Other	0.0372543834607508
EPM2AIP1	Other	-0.120380254809486
EPN1	Other	0.234927432391636
EPN2	Other	0.0436183221967554
EPN3	Other	-0.299355252613306
EPO	Other	0.172555214413081
EPOR	Other	-0.0344785932302892
EPPIN	Other	-0.166423221696654
EPPIN-WFDC6	Other	-0.166423221696654
EPRS	Other	-0.0443591862567655
EPS15	Other	0.00362261696258226
EPS15L1	Other	-0.000711361765185714
EPS8	Other	0.077837463939078
EPS8L1	Other	-0.12330389971105
EPS8L2	Other	-0.0147399189076561
EPS8L3	Other	-0.09570045955098
EPSTI1	Other	0.00545487503140021
EPT1	Other	0.0731678282334546
EPX	Other	0.0772165786087153
EPYC	Other	-0.0774863161679847
EQTN	Other	0.138024316934457
ERAL1	Other	-0.101149760139549
ERAP1	Other	-0.0383563828357878
ERAP2	Other	-0.135046253137933
ERAS	Other	0.158901248517211
ERBB2	Other	-0.242252340971054
ERBB2IP	Other	-0.0151419031172012
ERBB3	Other	-0.00234023032100267
ERBB4	Other	-0.077169046235471
ERC1	Other	-0.0919993004436796
ERC2	Other	0.0945512825382442
ERCC1	Other	-0.00265565807933295
ERCC2	Other	-0.104218068130473
ERCC3	Other	0.105014212821225
ERCC4	Other	0.0988948650002316
ERCC5	Other	0.00123061586182719
ERCC6	Other	0.0616685597017876
ERCC6-PGBD3	Other	0.00401032748000201
ERCC6L	Other	-0.0286564161250641
ERCC6L2	Other	-0.155529207636807
ERCC8	Other	-0.124947537424205
EREG	Other	-0.0291188146286568
ERF	Other	0.0743267244612522
ERG	Other	0.0176436254015915
ERGIC1	Other	0.0153518449443142
ERGIC2	Other	-0.032976394691981
ERGIC3	Other	0.0784183929068988
ERH	Essential	-0.205438608195484
ERI1	Other	0.179444717924148
ERI2	Other	-0.0433475279797239
ERI3	Other	0.015204432426568
ERICH1	Other	0.163788330454166
ERICH3	Other	0.107055942279817
ERICH4	Other	0.152576406456798
ERICH5	Other	0.0587165709022398
ERICH6	Other	-0.250138288957938
ERICH6B	Other	0.0783466253185756
ERLEC1	Other	-0.199596975471725
ERLIN1	Other	-0.0801970248827026
ERLIN2	Other	0.236724955261361
ERMAP	Other	0.253789407559176
ERMARD	Other	0.133093229361706
ERMN	Other	-0.126620301234037
ERMP1	Other	-0.223925353810303
ERN1	Other	1.06107249748707e-05
ERN2	Other	-0.12562348303931
ERO1L	Other	0.0845840326362865
ERO1LB	Other	-0.160110826100961
ERP27	Other	0.0565685262280275
ERP29	Other	0.126018353544993
ERP44	Other	-0.211134845001337
ERRFI1	Other	0.0479750764864524
ERV3-1	Other	-0.129555826243518
ERVFRD-1	Other	-0.0183650696392124
ERVV-1	Other	0.0100529730869785
ERVV-2	Other	-0.0713103248513143
ERVW-1	Other	-0.101085246561733
ESAM	Other	0.0711286465446827
ESCO1	Other	-0.0567289452096883
ESCO2	Other	0.0926834734415539
ESD	Other	-0.0364393886910169
ESF1	Other	-0.299386717579791
ESM1	Other	0.203030929273049
ESPL1	Other	-0.635049604469343
ESPN	Other	-0.170477812336855
ESPNL	Other	0.0506387274040307
ESR1	Other	0.091185742617615
ESR2	Other	0.119845589736958
ESRP1	Other	-0.0780976535781718
ESRP2	Other	0.0754171171574661
ESRRA	Other	-0.106167798185794
ESRRB	Other	-0.0532672287652626
ESRRG	Other	-0.143486334527785
ESX1	Nonessential	-0.0696619759711373
ESYT1	Other	-0.180193099970182
ESYT2	Other	0.0385139317439112
ESYT3	Other	-0.0947778193242226
ETAA1	Other	-0.000561787452895433
ETF1	Essential	-0.693731672322908
ETFA	Other	-0.0450907684385618
ETFB	Other	-0.0882009387344753
ETFDH	Other	0.236888738799288
ETHE1	Other	-0.0990758534229806
ETNK1	Other	-0.130539616648765
ETNK2	Other	-0.221050537009822
ETNPPL	Other	-0.0991869324817368
ETS1	Other	0.271538279328095
ETS2	Other	0.0453915251628308
ETV1	Other	0.0914962025398336
ETV2	Other	0.0495449939856559
ETV3	Other	-0.0405309629677364
ETV3L	Other	0.179322012437545
ETV4	Other	-0.15648903630079
ETV5	Other	-0.073921159140902
ETV6	Other	-0.112428753735035
ETV7	Other	0.0776360811026037
EVA1A	Other	0.26804343177365
EVA1B	Other	0.177058687576998
EVA1C	Other	-0.144876522349649
EVC	Other	0.0557406680391798
EVC2	Other	0.180282585840304
EVI2A	Other	-0.127935428831922
EVI2B	Other	0.0532764774647796
EVI5	Other	0.0697196663460946
EVI5L	Other	-0.0462125742520659
EVL	Other	0.170451229107835
EVPL	Other	0.129067113297757
EVPLL	Other	0.0489822698739441
EVX1	Nonessential	0.0489407163101681
EVX2	Other	0.0606624385169748
EWSR1	Other	-0.502536876845201
EXD1	Other	0.0211993264322751
EXD2	Other	0.181850381222589
EXD3	Other	0.2081058681403
EXO1	Other	-0.114854311854852
EXO5	Other	0.0617970661337453
EXOC1	Other	-0.124418122181779
EXOC2	Other	-0.0456989841164767
EXOC3	Other	0.0749114684275471
EXOC3-AS1	Other	-0.0120240960030308
EXOC3L1	Other	-0.0337141377119257
EXOC3L2	Other	0.14513263847113
EXOC3L4	Other	-0.0379636025325467
EXOC4	Other	-0.0796717011977341
EXOC5	Other	-0.0381201484822781
EXOC6	Other	-0.105604182589709
EXOC6B	Other	-0.0283067443736096
EXOC7	Other	-0.0204602229926519
EXOC8	Other	-0.179936441059791
EXOG	Other	0.182735394936253
EXOSC1	Other	0.00562654957442824
EXOSC10	Essential	-0.220707443924504
EXOSC2	Other	0.0370143633085019
EXOSC3	Other	-0.202551391946968
EXOSC4	Other	-0.191083708444487
EXOSC5	Other	0.0262396397581713
EXOSC6	Other	-0.245219439272143
EXOSC7	Other	0.0403037942830034
EXOSC8	Other	-0.240010622720647
EXOSC9	Other	-0.0505072672249059
EXPH5	Other	0.110775459117302
EXT1	Other	0.0513694756639538
EXT2	Other	-0.0615623517614359
EXTL1	Other	-0.118933527551674
EXTL2	Other	-0.0139429550403841
EXTL3	Other	0.0921936416126857
EYA1	Other	0.14748577641299
EYA2	Other	0.000284089606740159
EYA3	Other	-0.195821193711001
EYA4	Other	0.0995168633422042
EYS	Other	0.0193092852025132
EZH1	Other	-0.0580660619066677
EZH2	Other	0.0961723575589363
EZR	Other	0.0452682333424858
F10	Other	0.29982187672302
F11	Other	0.0876180591774586
F11R	Other	-0.0234841067016253
F12	Other	-0.0196897727095347
F13A1	Other	0.0409830825904579
F13B	Nonessential	0.146083742913327
F2	Other	-0.189922620792526
F2R	Other	-0.276271644965257
F2RL1	Other	0.106604986623703
F2RL2	Other	-0.0368221460931684
F2RL3	Other	0.137182713343204
F3	Other	-0.075760596989603
F5	Other	0.157891566950087
F7	Other	-0.00151380183252384
F8	Other	0.00849366917528357
F8A1	Other	-0.157968213091331
F8A2	Other	-0.157968213091331
F8A3	Other	-0.157968213091331
F9	Nonessential	0.166267811080355
FA2H	Other	-0.0442310504621853
FAAH	Other	0.0390402962827479
FAAH2	Other	0.242276704503096
FABP1	Other	-0.0364076762133552
FABP12	Other	0.108960195606993
FABP2	Nonessential	0.0310766606881977
FABP3	Other	-0.0271141255535983
FABP4	Other	0.0133824228724196
FABP5	Other	-0.127119820965913
FABP6	Other	0.192832660774552
FABP7	Other	-0.0706865393049059
FADD	Other	-0.163496393484572
FADS1	Other	-0.0965863763236921
FADS2	Other	-0.0641458309396181
FADS3	Other	-0.0879217485938158
FADS6	Other	-0.148528182996803
FAF1	Other	-0.0636847191816305
FAF2	Other	-0.186127850438704
FAH	Other	-0.128387310122306
FAHD1	Other	-0.00502180163077141
FAHD2A	Other	-0.355183532642819
FAHD2B	Other	0.0182852865026277
FAIM	Other	-0.200405629792584
FAIM2	Other	-0.0112756998717653
FAIM3	Other	-0.280548774613829
FAM101A	Other	0.0794965688614324
FAM102A	Other	0.0323768005907012
FAM102B	Other	-0.0883442487291961
FAM103A1	Other	0.0589375173496728
FAM104A	Other	0.0881131860708175
FAM104B	Other	-0.117447041353198
FAM105A	Other	0.0611364213975781
FAM107A	Other	-0.0261083651463783
FAM107B	Other	-0.0390971551951137
FAM109A	Other	-0.0400232980709887
FAM109B	Other	0.0748234798368332
FAM110A	Other	0.0778364620742826
FAM110B	Other	0.00280875943597538
FAM110C	Other	-0.0818501896051402
FAM110D	Other	0.0741555424702635
FAM111A	Other	0.0464870254613138
FAM111B	Other	-0.172428994465745
FAM114A1	Other	0.0258409079392139
FAM114A2	Other	-0.0264767527230167
FAM117A	Other	0.109620321767691
FAM117B	Other	-0.0509488990929045
FAM118A	Other	0.0559463790831639
FAM118B	Other	-0.0547949801878314
FAM120A	Other	-0.0746480701534727
FAM120AOS	Other	0.136693164181892
FAM120B	Other	0.0549686594648869
FAM120C	Other	0.0302312585346086
FAM122A	Other	-0.106745624676824
FAM122B	Other	0.178210450022032
FAM122C	Other	0.141348531679316
FAM124A	Other	-0.15160710061829
FAM124B	Other	0.0495123369864616
FAM126A	Other	0.077444053787183
FAM126B	Other	-0.155504392959357
FAM127A	Other	-0.0635104007408144
FAM127B	Other	-0.088108402371421
FAM127C	Other	-0.0097592537713192
FAM129A	Other	0.0331151747640547
FAM129B	Other	0.15704081526695
FAM129C	Other	0.157427274117798
FAM131A	Other	-0.261954485120569
FAM131B	Other	0.0757208910796198
FAM131C	Other	-0.0619082924825411
FAM132A	Other	0.180362003842601
FAM133A	Other	-0.0922641699619796
FAM133B	Other	-0.331032701060208
FAM134A	Other	-0.0807374348490885
FAM134B	Other	-0.132035811273366
FAM134C	Other	-0.0166602225643055
FAM135A	Other	-0.0105473685837323
FAM135B	Other	-0.0472220369143919
FAM136A	Other	-0.161829809569121
FAM13A	Other	0.0250073382491669
FAM13B	Other	-0.0699157256001669
FAM13C	Other	0.00539763744927612
FAM149A	Other	0.123558152531926
FAM149B1	Other	-0.0275666959656872
FAM150A	Other	0.0190498696516554
FAM150B	Other	0.181026713813781
FAM151A	Other	-0.0106808563793964
FAM151B	Other	-0.0287810594414352
FAM153A	Other	0.0722543832445545
FAM153B	Other	0.029480387218339
FAM154A	Other	-0.16988595074219
FAM154B	Other	-0.194719067376349
FAM155A	Other	0.0342331789398085
FAM155B	Other	0.0520927761924647
FAM156A	Other	0.0561350125514263
FAM156B	Other	0.0561350125514263
FAM159A	Other	0.0827974383263329
FAM159B	Other	-0.170629372573116
FAM160A1	Other	0.050299273465859
FAM160A2	Other	0.138775480491665
FAM160B1	Other	0.043186760681646
FAM160B2	Other	0.12418193776499
FAM161A	Other	-0.0906333956697924
FAM161B	Other	0.0383744050124001
FAM162A	Other	-0.181330830655537
FAM162B	Other	-0.127370967788303
FAM163A	Other	-0.00522906189160769
FAM163B	Other	0.153138475387927
FAM166A	Other	-0.139249377738492
FAM166B	Other	0.0543553540838351
FAM167A	Other	0.14297708492173
FAM167B	Other	0.087362128003485
FAM168A	Other	0.0028788163720251
FAM168B	Other	0.0500674741369516
FAM169A	Other	-0.0499734146662728
FAM169B	Other	0.202720694880645
FAM170A	Other	-0.0372364398100702
FAM170B	Other	0.181761143208823
FAM171A1	Other	0.0393700913888494
FAM171A2	Other	0.0371106287476161
FAM171B	Other	-0.0902862998966293
FAM172A	Other	0.136088579214981
FAM173A	Other	0.111544733302901
FAM173B	Other	0.0309330473193726
FAM174A	Other	-0.0216757119618627
FAM174B	Other	0.226284442232505
FAM175A	Other	0.013628686928627
FAM175B	Other	0.0962624521197047
FAM177A1	Other	-0.0963179906213469
FAM177B	Other	0.151533755061666
FAM178A	Other	0.16660760389084
FAM178B	Other	-0.0444034935406523
FAM179A	Other	0.0803527694983288
FAM179B	Other	0.128950698442316
FAM180A	Other	-0.00994399708843321
FAM181A	Other	-0.0252433405298667
FAM181B	Other	0.109364705048234
FAM183A	Other	-0.0621152596556369
FAM184A	Other	-0.0117027113494195
FAM184B	Other	0.120977490400376
FAM185A	Other	-0.262410462444248
FAM186A	Other	-0.105444447746682
FAM186B	Other	-0.0626356252633426
FAM187B	Other	0.0255983133291251
FAM188A	Other	0.123544518211208
FAM188B	Other	0.0112089409628993
FAM189A1	Other	0.0538393750503976
FAM189A2	Other	0.0257287476502721
FAM189B	Other	-0.147730261220409
FAM192A	Other	0.115093135917519
FAM193A	Other	0.125772468006044
FAM193B	Other	0.273286728518559
FAM195A	Other	0.0139472111819119
FAM195B	Other	-0.177498841638199
FAM196A	Other	-0.0500286749023867
FAM196B	Other	0.0708615777353701
FAM198A	Other	0.108620768407975
FAM198B	Other	-0.031071452724831
FAM199X	Other	0.212422841724373
FAM19A1	Other	0.116234059661396
FAM19A2	Other	-0.0681679414597945
FAM19A3	Other	0.0489771425853261
FAM19A4	Other	-0.049731533394736
FAM19A5	Other	0.130309322736704
FAM200A	Other	-0.112700563548791
FAM200B	Other	-0.322908180214666
FAM204A	Other	0.17228423684621
FAM205A	Other	0.121605472851741
FAM206A	Other	-0.0749025181115526
FAM207A	Other	-0.0586080435097239
FAM208A	Other	-0.0388270064027101
FAM208B	Other	-0.107018373866131
FAM209A	Other	0.056023022307864
FAM209B	Other	0.00226622455351633
FAM20A	Other	0.0943301167901524
FAM20B	Other	-0.21216800113936
FAM20C	Other	0.06408783695275
FAM210A	Other	-0.00463383326256087
FAM210B	Other	0.0830260529840649
FAM212A	Other	-0.227705399286367
FAM212B	Other	0.16640853648648
FAM213A	Other	-0.0641253065247327
FAM213B	Other	0.013569619228236
FAM214A	Other	-0.141472119796682
FAM214B	Other	-0.187620152311045
FAM216A	Other	0.0505088215612835
FAM216B	Other	0.0524888792663268
FAM217A	Other	-0.0471489725787661
FAM217B	Other	0.00314103262645236
FAM218A	Other	0.0757808201342613
FAM219A	Other	-0.222328350627192
FAM219B	Other	-0.0483006768476957
FAM21A	Other	-0.0162001631093107
FAM21C	Other	-0.0857133407665932
FAM220A	Other	-0.00675825004353931
FAM221A	Other	0.00702243335631225
FAM221B	Other	0.0669526955155924
FAM222A	Other	0.142536217399063
FAM222B	Other	-0.0148009414403992
FAM227B	Other	-0.0380374756016177
FAM228A	Other	0.027365342955954
FAM229A	Other	-0.0664697075533495
FAM229B	Other	0.148768718463514
FAM231A	Other	-0.40636937505242
FAM24A	Other	0.141090011286763
FAM24B	Other	0.0339191784615908
FAM25BP	Other	-0.427944068340272
FAM26D	Other	0.170252746601889
FAM26E	Other	-0.0242389295132318
FAM26F	Other	0.0476995824309288
FAM32A	Other	0.026597317285332
FAM35A	Other	-0.0388194451345301
FAM3A	Other	0.140095723336114
FAM3B	Other	0.102180526324308
FAM3C	Other	0.235972860366
FAM3D	Other	0.0244005052569351
FAM43A	Other	0.0317292376333985
FAM43B	Other	0.0317472796589556
FAM45A	Other	0.0988388689423015
FAM46A	Other	-0.0359562595871725
FAM46B	Other	0.0311362429562528
FAM46C	Other	0.168082356051125
FAM46D	Other	-0.0472959980661552
FAM47A	Nonessential	0.146652431285951
FAM47B	Nonessential	0.0479401350697105
FAM47C	Nonessential	-0.065994595641042
FAM47E	Other	0.145906156354279
FAM47E-STBD1	Other	-0.0366075778424274
FAM49A	Other	0.0415743296374281
FAM49B	Other	-0.0391471776724526
FAM50A	Other	-0.168168037884398
FAM50B	Other	0.162066029027421
FAM53A	Other	0.115058474276275
FAM53B	Other	0.103807444358541
FAM53C	Other	0.034570503145514
FAM57A	Other	0.104308346264919
FAM57B	Other	-0.0298777624730232
FAM60A	Other	-0.0042396848266494
FAM63A	Other	-0.264318541025096
FAM63B	Other	-0.0981335143413532
FAM64A	Other	0.120068555406784
FAM65A	Other	0.216300686872386
FAM65B	Other	-0.131494291944553
FAM65C	Other	0.0371873681026388
FAM69A	Other	-0.301784730383069
FAM69B	Other	-0.0950270578601651
FAM69C	Other	0.0433737249750508
FAM71A	Nonessential	0.0505109707944461
FAM71B	Nonessential	-0.109384345673843
FAM71C	Nonessential	0.0610344324560126
FAM71D	Other	0.0650290824146811
FAM71E1	Other	-0.128185106543837
FAM71F1	Other	0.210696674134359
FAM71F2	Other	-0.0600159281683848
FAM72A	Other	-0.41071557276574
FAM72B	Other	-0.41071557276574
FAM72D	Other	-0.41071557276574
FAM73A	Other	0.0736868506717704
FAM73B	Other	-0.0573552833008399
FAM76A	Other	0.00432880457779331
FAM76B	Other	-0.0711688873033986
FAM78A	Other	-0.153932449268262
FAM78B	Other	-0.118101551531893
FAM81A	Other	-0.0640260230750404
FAM81B	Other	0.111459644323452
FAM83A	Other	0.0972003687833004
FAM83B	Other	0.171761195813411
FAM83C	Other	-0.0686220876434131
FAM83D	Other	-0.0596819242243519
FAM83E	Other	0.019802895171857
FAM83F	Other	0.185845081846043
FAM83G	Other	0.0767438978883613
FAM83H	Other	-0.0180543506196589
FAM84A	Other	-0.198315887728993
FAM84B	Other	-0.14123368414963
FAM86B1	Other	-0.861661387886449
FAM86B2	Other	-0.172900456294151
FAM86C1	Other	-0.558835046451071
FAM89A	Other	0.0605640486681555
FAM89B	Other	-0.109684799964135
FAM8A1	Other	0.00418223791302611
FAM90A1	Other	0.0217385793185425
FAM91A1	Other	-0.104531020770794
FAM92A1	Other	0.065507389600579
FAM92B	Other	-0.0695906620672147
FAM96A	Other	-0.0583985841774692
FAM96B	Other	-0.102379459044214
FAM98A	Other	-0.0778922577394898
FAM98B	Other	-0.0225995964593625
FAM98C	Other	-0.112665180078
FAM9A	Other	-0.141005344671573
FAM9B	Other	0.18608546619611
FAM9C	Other	0.0336831936775573
FAN1	Other	-0.112595118941459
FANCA	Other	0.219317412848864
FANCB	Other	0.234598880419902
FANCC	Other	-0.00575078547573461
FANCD2	Other	-0.0158841850917443
FANCD2OS	Other	0.0807710724809941
FANCE	Other	0.0572459242230103
FANCF	Other	-0.0996099416505249
FANCG	Other	-0.00918244192039526
FANCL	Other	0.0504619443321744
FANCM	Other	0.0103316901197262
FANK1	Other	0.0633667594537909
FAP	Other	0.00635639086675413
FAR1	Other	0.0105995221305117
FAR2	Other	-0.0352471825011819
FARP1	Other	0.120498394745481
FARP2	Other	-0.0244423137939564
FARS2	Other	0.0210813431179664
FARSA	Other	0.0213342351703466
FARSB	Other	-0.27370046265904
FAS	Other	-0.000334297805891855
FASLG	Other	-0.131641046301018
FASN	Other	0.0971096556136163
FASTK	Other	-0.147593937434517
FASTKD1	Other	-0.0716959089668834
FASTKD2	Other	-0.0293734328355868
FASTKD3	Other	0.0207803014430488
FASTKD5	Other	-0.169410891901357
FAT1	Other	0.106447691691201
FAT2	Other	0.121165220224135
FAT4	Other	-0.0828572832248192
FATE1	Other	0.137414566817575
FAU	Other	-0.899111765597519
FAXC	Other	-0.0491849823306455
FAXDC2	Other	0.0467494468707944
FBL	Other	-0.471624266684192
FBLIM1	Other	-0.103406217477655
FBLN1	Other	0.133993831420298
FBLN2	Other	0.172697658135472
FBLN5	Other	0.155187161672193
FBLN7	Other	-0.065699615681739
FBN1	Other	0.138091470960202
FBN2	Other	0.0424352211198049
FBN3	Other	-0.0904159271797442
FBP1	Other	-0.0887053928554678
FBP2	Other	0.151671359690879
FBRSL1	Other	0.16618413314764
FBXL12	Other	0.00439986696512427
FBXL13	Other	0.0138771832069006
FBXL14	Other	-0.168252712153081
FBXL15	Other	-0.0394543937692755
FBXL16	Other	-0.205702131522105
FBXL17	Other	0.120833800350961
FBXL18	Other	-0.0628232759870823
FBXL19	Other	-0.0750801355026566
FBXL2	Other	-0.0434712418814367
FBXL20	Other	-0.0705340867429132
FBXL22	Other	-0.090593603003693
FBXL3	Other	0.100968553597336
FBXL4	Other	-0.0145515691760964
FBXL5	Other	0.0642482006211918
FBXL6	Other	-0.157529221207004
FBXL7	Other	0.141404631338147
FBXL8	Other	0.124317871270006
FBXO10	Other	0.0208399712444873
FBXO11	Other	0.00790106383865063
FBXO15	Other	-0.0411780617722786
FBXO16	Other	0.0944041512456782
FBXO17	Other	0.0677341355965848
FBXO18	Other	-0.0159901384483551
FBXO2	Other	-0.0756971318333338
FBXO21	Other	-0.138385534360748
FBXO22	Other	0.0511523743076906
FBXO24	Other	-0.0814466266904969
FBXO25	Other	-0.140194352595415
FBXO27	Other	0.113763621519888
FBXO28	Other	-0.393714942477176
FBXO3	Other	-0.298954030496595
FBXO30	Other	0.252599370387539
FBXO31	Other	0.126283047013002
FBXO32	Other	0.213871591290439
FBXO33	Other	-0.102707236629685
FBXO34	Other	0.141465310793482
FBXO36	Other	-0.125928024747247
FBXO38	Other	0.0390771978631258
FBXO39	Other	0.129534017932119
FBXO4	Other	-0.0163682828189185
FBXO40	Other	0.0764711488975046
FBXO41	Other	-0.235801604240835
FBXO42	Other	-0.0699781180763887
FBXO43	Other	-0.222414325056026
FBXO44	Other	-0.0546966185064368
FBXO46	Other	0.0537199866112629
FBXO47	Other	-0.41437888092142
FBXO48	Other	-0.170724465892397
FBXO5	Other	-0.23606463417553
FBXO6	Other	0.129190944562976
FBXO7	Other	0.0188409034984152
FBXO8	Other	-0.0732233981675588
FBXO9	Other	-0.0395738328747528
FBXW10	Other	-0.00318896161974673
FBXW11	Other	0.000786572454400817
FBXW12	Other	-0.145040170341642
FBXW2	Other	0.0928767470250803
FBXW4	Other	-0.0137431491853149
FBXW5	Other	-0.113191239858595
FBXW7	Other	-0.190273714410358
FBXW8	Other	-0.0584252768563666
FBXW9	Other	0.0498606740040544
FCAMR	Other	0.215400055593763
FCAR	Other	0.097779860524214
FCER1A	Other	0.0187353954287257
FCER1G	Other	0.0509451637184424
FCER2	Other	0.006918150291278
FCF1	Other	-0.411312208803219
FCGBP	Other	-0.00451405481503498
FCGR1A	Other	-0.221853434487565
FCGR1B	Other	-0.336610836111223
FCGR2A	Other	0.0236182485672719
FCGR2B	Other	-0.0410306384901342
FCGR3A	Other	0.0964456915992385
FCGR3B	Other	0.114331812076526
FCGRT	Other	0.0799910982785855
FCHO1	Other	0.0860669042693051
FCHO2	Other	0.184966415165309
FCHSD1	Other	0.0561493179393292
FCHSD2	Other	0.0508337910834025
FCN1	Other	0.0852343761775531
FCN2	Other	0.105257090941237
FCN3	Other	0.181275095332074
FCRL1	Other	0.17622714349417
FCRL2	Other	0.150372473937933
FCRL3	Other	-0.00124058058182645
FCRL4	Nonessential	0.0577073968395157
FCRL5	Other	-0.200058376528118
FCRL6	Other	0.0876286870203994
FCRLA	Other	0.195752054660995
FCRLB	Other	0.0307166583878066
FDCSP	Other	0.0365351360673563
FDFT1	Other	0.0913504840618105
FDPS	Other	-0.303303147870582
FDX1	Other	0.110204416054497
FDX1L	Other	0.1436404990434
FDXACB1	Other	-0.131616244890448
FDXR	Other	0.0290193093021423
FECH	Other	-0.0287471510767644
FEM1A	Other	0.0370278505259334
FEM1B	Other	-0.0893284971949501
FEM1C	Other	-0.112957981051713
FEN1	Other	-0.148997346702551
FER	Other	-0.156827210540674
FER1L6	Other	0.0223645983072478
FERD3L	Other	0.080564007832259
FERMT1	Other	0.0240634698776667
FERMT2	Other	-0.128874469747839
FERMT3	Other	-0.0718124564484955
FES	Other	0.0435831455743982
FETUB	Other	-0.0769176828979772
FEV	Other	0.159441461933825
FEZ1	Other	0.137272802833798
FEZ2	Other	-0.0673043246154796
FEZF1	Nonessential	-0.0271862412953841
FEZF2	Nonessential	0.0513484519374916
FFAR1	Nonessential	0.129605865540428
FFAR2	Other	-0.169397631176245
FFAR3	Other	0.0944522925005005
FFAR4	Other	-0.0106270516396009
FGA	Other	0.0512260057215737
FGB	Other	0.110289990598419
FGD1	Other	0.187033778714855
FGD2	Other	-0.0550799528154741
FGD4	Other	-0.0205163746074604
FGD5	Other	0.0218837493001349
FGD6	Other	-0.11363197680971
FGF1	Other	0.130587818139425
FGF10	Other	-0.369028045414707
FGF11	Other	0.15970282450847
FGF12	Other	0.00666714556773551
FGF13	Other	0.036312392606886
FGF14	Other	0.110242122750088
FGF17	Other	0.0708976160304555
FGF18	Other	0.22230124752417
FGF19	Other	0.143261645174432
FGF2	Other	0.183046008983656
FGF20	Other	-0.00544175315436686
FGF21	Other	0.176350055478182
FGF22	Other	0.101634419457128
FGF23	Other	-0.0276285056509255
FGF3	Nonessential	0.0783702523750984
FGF4	Nonessential	0.155419227816762
FGF5	Other	0.165566874412798
FGF6	Nonessential	0.00080505423907649
FGF7	Other	-0.0899156000616573
FGF8	Other	0.171302869137091
FGF9	Other	0.0681390174260684
FGFBP1	Other	0.0632939057223945
FGFBP2	Other	0.183825988363824
FGFBP3	Other	-0.0467694944006036
FGFR1	Other	0.0788511420469716
FGFR1OP	Other	-0.15518338216526
FGFR1OP2	Other	-0.145707275726681
FGFR2	Other	0.0515941576423163
FGFR3	Other	-0.0298356605577157
FGFR4	Other	0.129364545994828
FGFRL1	Other	0.211138483219963
FGG	Other	-0.210715442069735
FGGY	Other	0.0761684010109301
FGL1	Other	-0.0335624033354627
FGL2	Other	-0.204693238676267
FGR	Other	0.125853488544697
FH	Other	-0.212018630657452
FHDC1	Other	-0.0275611496729979
FHIT	Other	0.165052625677793
FHL1	Other	0.0379538766641905
FHL2	Other	-0.0464923965131899
FHL3	Other	-0.0342603443390329
FHL5	Other	0.0782875733670612
FHOD1	Other	-0.0140712696502279
FHOD3	Other	0.098429765762692
FIBCD1	Other	0.0894780335435001
FIBIN	Other	0.100162211725387
FIBP	Other	-0.250370063673153
FICD	Other	0.111911941332784
FIG4	Other	-0.0369241207110021
FIGF	Other	0.0501009116007237
FIGLA	Nonessential	-0.0339506403750474
FIGN	Other	0.0899228989752165
FIGNL1	Other	-0.234564820780944
FILIP1	Other	-0.0469736101188144
FILIP1L	Other	-0.139393531105259
FIP1L1	Other	-0.553226871606912
FIS1	Other	-0.0420047270378452
FITM1	Other	-0.0884847599598598
FITM2	Other	0.0360356908411511
FIZ1	Other	0.0906289115640023
FJX1	Other	-0.112205820004763
FKBP10	Other	0.125941287760648
FKBP11	Other	0.01164410944494
FKBP14	Other	0.0536056869503553
FKBP15	Other	0.0145126454114866
FKBP1A	Other	0.0123365108256047
FKBP1B	Other	-0.0241721384163552
FKBP2	Other	-0.00858518143918417
FKBP3	Other	-0.0361485272386165
FKBP4	Other	-0.0679021109745085
FKBP5	Other	0.0478105002387934
FKBP6	Other	-0.221873963054609
FKBP7	Other	-0.0227174559944208
FKBP8	Other	0.0438712521196576
FKBP9	Other	0.162628945020606
FKBPL	Other	0.178983260580747
FKRP	Other	-0.0146644779927655
FKTN	Other	-0.0362279307151528
FLAD1	Other	0.0965344090942091
FLCN	Other	0.173163974888125
FLG	Other	0.164480336637665
FLG2	Nonessential	-0.0761321052097555
